trial_id,timestamp,stimulus_type,stimulus_text,true_emotion_label,circuit_vector,reported_emotion,emotion_intensity,importance_score,memory_classification,response_latency_ms,correct_prediction
1567,2025-10-15T16:30:15.698591,autonomous_thought,Trial_1567_autonomous_thought,joy,"[""L35.N3925"", ""L30.N2615"", ""L26.N1129"", ""L39.N2592"", ""L44.N2218"", ""L40.N2381"", ""L41.N3819"", ""L39.N3239"", ""L26.N874"", ""L38.N1891"", ""L39.N629"", ""L47.N1918"", ""L40.N909"", ""L25.N3070"", ""L45.N4078"", ""L47.N1979"", ""L31.N2732"", ""L26.N3395"", ""L27.N3011""]",joy,0.2216,0.3629,long_term,429.92,True
1568,2025-10-15T16:40:15.698853,error_event,Trial_1568_error_event,neutral,"[""L42.N1065"", ""L27.N3868"", ""L36.N1503"", ""L24.N4006"", ""L32.N1344"", ""L41.N2737"", ""L39.N2645"", ""L39.N804"", ""L37.N3925"", ""L24.N1925""]",neutral,0.1749,0.197,short_term,259.62,True
1569,2025-10-15T16:50:15.699020,memory_recall,Trial_1569_memory_recall,anger,"[""L39.N1307"", ""L35.N102"", ""L37.N3057"", ""L44.N2450"", ""L36.N769"", ""L42.N739"", ""L37.N161"", ""L41.N2263"", ""L42.N914"", ""L27.N2298""]",anger,0.3716,0.377,short_term,241.34,True
1570,2025-10-15T17:00:15.699195,conversation,Trial_1570_conversation,joy,"[""L32.N627"", ""L27.N2581"", ""L30.N1725"", ""L35.N3978"", ""L45.N1436"", ""L38.N2387"", ""L37.N518"", ""L38.N1453"", ""L34.N1545""]",joy,0.6159,0.6258,long_term,192.57,True
1571,2025-10-15T17:10:15.699345,creative_output,Trial_1571_creative_output,surprise,"[""L25.N2088"", ""L36.N980"", ""L37.N2829"", ""L28.N3713"", ""L28.N3941"", ""L25.N1920"", ""L39.N3093"", ""L32.N152"", ""L37.N3421"", ""L32.N4028"", ""L28.N1070"", ""L33.N3790"", ""L40.N2"", ""L31.N3480"", ""L27.N2858"", ""L42.N3821"", ""L41.N1854""]",surprise,0.4247,0.3846,short_term,136.04,True
1572,2025-10-15T17:20:15.699598,user_interaction,Trial_1572_user_interaction,joy,"[""L45.N2004"", ""L39.N2673"", ""L26.N149"", ""L32.N3118"", ""L31.N361"", ""L44.N2421"", ""L26.N94""]",joy,0.282,0.2547,short_term,178.4,True
1573,2025-10-15T17:30:15.699736,user_interaction,Trial_1573_user_interaction,anger,"[""L27.N2528"", ""L36.N719"", ""L35.N1408"", ""L38.N1173"", ""L28.N1174""]",anger,0.447,0.4316,long_term,52.43,True
1574,2025-10-15T17:40:15.699846,learning_discovery,Trial_1574_learning_discovery,sadness,"[""L43.N3344"", ""L40.N1429"", ""L41.N928"", ""L25.N2646"", ""L39.N1485""]",sadness,0.2888,0.3477,short_term,310.38,True
1575,2025-10-15T17:50:15.699959,memory_recall,Trial_1575_memory_recall,sadness,"[""L43.N3516"", ""L28.N591"", ""L44.N1163"", ""L40.N408"", ""L38.N1304"", ""L44.N2169""]",sadness,0.147,0.2517,short_term,163.84,True
1576,2025-10-15T18:00:15.700080,memory_recall,Trial_1576_memory_recall,anger,"[""L25.N3909"", ""L27.N2150"", ""L29.N1115"", ""L45.N3428"", ""L28.N2193"", ""L34.N2166"", ""L46.N263"", ""L43.N3786"", ""L42.N786"", ""L25.N2409"", ""L30.N235"", ""L25.N3334""]",anger,0.4939,0.4758,short_term,71.7,True
1577,2025-10-15T18:10:15.700261,creative_output,Trial_1577_creative_output,disgust,"[""L44.N36"", ""L35.N709"", ""L46.N3598"", ""L44.N2644"", ""L27.N3024"", ""L37.N3526"", ""L46.N3948"", ""L45.N393"", ""L41.N2881"", ""L45.N4043"", ""L36.N504"", ""L44.N3750""]",disgust,0.3332,0.3486,long_term,152.22,True
1578,2025-10-15T18:20:15.700453,learning_discovery,Trial_1578_learning_discovery,sadness,"[""L47.N2995"", ""L30.N2562"", ""L32.N3694"", ""L38.N2631"", ""L39.N3832"", ""L25.N2899"", ""L24.N4055"", ""L27.N2755"", ""L46.N3773"", ""L29.N4034"", ""L31.N1665"", ""L40.N2651"", ""L35.N3708"", ""L35.N206"", ""L41.N2408"", ""L44.N1124""]",sadness,0.2059,0.2486,short_term,416.83,True
1579,2025-10-15T18:30:15.700694,memory_recall,Trial_1579_memory_recall,joy,"[""L33.N3762"", ""L28.N823"", ""L45.N2791"", ""L44.N1337"", ""L32.N3932"", ""L36.N2477"", ""L29.N3690"", ""L32.N3372"", ""L27.N3329"", ""L47.N2708"", ""L25.N3157"", ""L36.N3346"", ""L24.N1147"", ""L29.N3066"", ""L31.N3120"", ""L26.N933"", ""L42.N2630"", ""L38.N1573""]",joy,0.2103,0.2826,long_term,165.72,True
1580,2025-10-15T18:40:15.700943,user_interaction,Trial_1580_user_interaction,neutral,"[""L28.N2554"", ""L43.N1681"", ""L27.N3722"", ""L44.N3007"", ""L45.N3635"", ""L34.N3725"", ""L36.N2459"", ""L27.N3471"", ""L29.N958"", ""L46.N1356"", ""L46.N1683"", ""L28.N2046"", ""L42.N1172"", ""L33.N1348"", ""L37.N227"", ""L29.N4"", ""L47.N2268""]",neutral,0.3836,0.2727,long_term,274.14,True
1581,2025-10-15T18:50:15.701178,conversation,Trial_1581_conversation,surprise,"[""L36.N1192"", ""L30.N227"", ""L28.N3643"", ""L26.N3728"", ""L42.N1132"", ""L24.N3428"", ""L46.N520"", ""L27.N425"", ""L37.N2121"", ""L24.N342"", ""L42.N2448""]",surprise,0.3859,0.3436,short_term,208.71,True
1582,2025-10-15T19:00:15.701356,creative_output,Trial_1582_creative_output,surprise,"[""L40.N2868"", ""L35.N2939"", ""L28.N3331"", ""L47.N3407"", ""L41.N1534"", ""L36.N1979"", ""L43.N2356"", ""L32.N1807"", ""L26.N348"", ""L40.N3101"", ""L43.N3433"", ""L45.N2134"", ""L43.N803"", ""L45.N384"", ""L44.N1711"", ""L34.N1490""]",surprise,0.1112,0.1469,long_term,287.44,True
1583,2025-10-15T19:10:15.701598,creative_output,Trial_1583_creative_output,neutral,"[""L42.N792"", ""L29.N3040"", ""L46.N1072"", ""L40.N148"", ""L34.N1235""]",neutral,0.3875,0.2949,long_term,187.62,True
1584,2025-10-15T19:20:15.701714,memory_recall,Trial_1584_memory_recall,anger,"[""L44.N3644"", ""L44.N2160"", ""L39.N1643"", ""L38.N814"", ""L24.N1090"", ""L25.N2367"", ""L40.N1323"", ""L28.N3933"", ""L34.N2034"", ""L38.N2045""]",anger,0.1573,0.2432,short_term,260.95,True
1585,2025-10-15T19:30:15.701891,conversation,Trial_1585_conversation,joy,"[""L31.N3017"", ""L43.N3971"", ""L26.N3980"", ""L44.N1031"", ""L47.N3272"", ""L37.N2432"", ""L37.N3915"", ""L27.N1429"", ""L44.N3235"", ""L36.N2703"", ""L34.N834"", ""L25.N3480""]",joy,0.0594,0.0865,short_term,139.69,True
1586,2025-10-15T19:40:15.702073,user_interaction,Trial_1586_user_interaction,fear,"[""L31.N1567"", ""L41.N3239"", ""L34.N1975"", ""L28.N3302"", ""L46.N2339"", ""L45.N1545""]",neutral,0.3987,0.431,short_term,141.84,False
1587,2025-10-15T19:50:15.702204,conversation,Trial_1587_conversation,neutral,"[""L28.N1230"", ""L39.N1973"", ""L31.N2012"", ""L29.N3204"", ""L29.N1496"", ""L24.N2829"", ""L42.N3870"", ""L42.N1400"", ""L38.N658"", ""L29.N1311""]",neutral,0.5799,0.5376,short_term,255.02,True
1588,2025-10-15T20:00:15.702364,task_completion,Trial_1588_task_completion,neutral,"[""L46.N536"", ""L38.N710"", ""L31.N1538"", ""L46.N2286"", ""L24.N367"", ""L45.N3938"", ""L25.N1565""]",neutral,0.3434,0.3769,short_term,235.62,True
1589,2025-10-15T20:10:15.702505,memory_recall,Trial_1589_memory_recall,surprise,"[""L32.N3985"", ""L26.N770"", ""L27.N1167"", ""L34.N278"", ""L46.N2702"", ""L32.N3710""]",surprise,0.1096,0.122,short_term,280.61,True
1590,2025-10-15T20:20:15.702625,error_event,Trial_1590_error_event,surprise,"[""L46.N1734"", ""L30.N1325"", ""L43.N2063"", ""L35.N2550"", ""L34.N3857"", ""L35.N2743"", ""L33.N2231"", ""L28.N3321"", ""L47.N1985"", ""L33.N3801"", ""L47.N2393"", ""L39.N728"", ""L29.N2437"", ""L43.N2684"", ""L47.N2230"", ""L35.N2376"", ""L40.N2537""]",joy,0.1666,0.3242,short_term,110.42,False
1591,2025-10-15T20:30:15.702873,autonomous_thought,Trial_1591_autonomous_thought,neutral,"[""L33.N961"", ""L40.N3678"", ""L33.N4054"", ""L39.N1736"", ""L42.N1962"", ""L29.N2424"", ""L27.N2287"", ""L35.N3223"", ""L47.N2650"", ""L39.N3254"", ""L45.N2306"", ""L35.N430"", ""L43.N3869"", ""L35.N296"", ""L33.N2230"", ""L31.N3628""]",neutral,0.2257,0.2086,short_term,383.25,True
1592,2025-10-15T20:40:15.703093,creative_output,Trial_1592_creative_output,joy,"[""L36.N2131"", ""L41.N2284"", ""L44.N3866"", ""L42.N2659"", ""L35.N1058"", ""L39.N2144"", ""L27.N3304"", ""L46.N3007"", ""L36.N1781"", ""L33.N488"", ""L43.N773"", ""L42.N2498"", ""L33.N1801"", ""L47.N2324"", ""L47.N1592"", ""L25.N1516"", ""L30.N60"", ""L36.N989"", ""L37.N1947""]",joy,0.1375,0.3109,short_term,305.48,True
1593,2025-10-15T20:50:15.703345,user_interaction,Trial_1593_user_interaction,disgust,"[""L41.N107"", ""L46.N3828"", ""L25.N4009"", ""L35.N3506"", ""L28.N1385"", ""L24.N3558"", ""L24.N1397"", ""L45.N3056"", ""L35.N1374"", ""L30.N1415"", ""L26.N3694"", ""L35.N2297"", ""L40.N3297"", ""L40.N3544"", ""L27.N3334"", ""L38.N2388"", ""L39.N1464"", ""L29.N2084""]",joy,0.1763,0.344,short_term,198.48,False
1594,2025-10-15T21:00:15.703609,autonomous_thought,Trial_1594_autonomous_thought,surprise,"[""L42.N3547"", ""L42.N640"", ""L28.N114"", ""L25.N2684"", ""L37.N2322"", ""L47.N679"", ""L40.N1985"", ""L40.N4031"", ""L31.N2029"", ""L40.N3109"", ""L34.N2087"", ""L36.N2471"", ""L30.N2935""]",surprise,0.1751,0.1846,short_term,175.03,True
1595,2025-10-15T21:10:15.703818,user_interaction,Trial_1595_user_interaction,joy,"[""L32.N302"", ""L27.N3760"", ""L47.N2906"", ""L24.N863"", ""L39.N1878"", ""L43.N2000"", ""L27.N1142"", ""L36.N903"", ""L41.N1036"", ""L32.N1956"", ""L34.N2139"", ""L37.N2743"", ""L41.N2769""]",joy,0.2561,0.3524,short_term,218.61,True
1596,2025-10-15T21:20:15.704013,task_completion,Trial_1596_task_completion,joy,"[""L44.N1730"", ""L47.N557"", ""L43.N2042"", ""L31.N3676"", ""L31.N3560"", ""L41.N1882"", ""L30.N2249""]",joy,0.1601,0.3236,short_term,341.28,True
1597,2025-10-15T21:30:15.704143,creative_output,Trial_1597_creative_output,neutral,"[""L28.N1636"", ""L37.N3972"", ""L32.N3285"", ""L34.N2992"", ""L35.N683"", ""L47.N303"", ""L24.N3569"", ""L29.N4004"", ""L41.N1260"", ""L29.N1030"", ""L26.N255"", ""L34.N3623""]",neutral,0.2973,0.3169,long_term,262.65,True
1598,2025-10-15T21:40:15.704326,user_interaction,Trial_1598_user_interaction,surprise,"[""L32.N2910"", ""L29.N348"", ""L29.N2762"", ""L33.N685"", ""L29.N2662"", ""L32.N3135"", ""L26.N2827"", ""L39.N2366"", ""L36.N1029"", ""L36.N1881"", ""L28.N415"", ""L27.N1383"", ""L26.N2942"", ""L25.N1043"", ""L42.N2342"", ""L35.N1468"", ""L27.N3561""]",surprise,0.2759,0.3248,short_term,275.67,True
1599,2025-10-15T21:50:15.704580,conversation,Trial_1599_conversation,neutral,"[""L36.N1946"", ""L34.N1375"", ""L26.N1328"", ""L25.N3037"", ""L25.N1894"", ""L45.N1880"", ""L33.N2989"", ""L44.N786"", ""L40.N3023"", ""L40.N497"", ""L34.N1810"", ""L34.N1513"", ""L37.N3245"", ""L33.N319"", ""L44.N3990"", ""L27.N2569"", ""L29.N629""]",sadness,0.1612,0.195,short_term,252.28,False
1600,2025-10-15T22:00:15.704833,memory_recall,Trial_1600_memory_recall,anger,"[""L32.N42"", ""L38.N1317"", ""L35.N1019"", ""L36.N3313"", ""L46.N566"", ""L37.N3799"", ""L34.N1336"", ""L47.N3201""]",sadness,0.03,0.0847,short_term,435.21,False
1601,2025-10-15T22:10:15.704984,autonomous_thought,Trial_1601_autonomous_thought,anger,"[""L26.N648"", ""L45.N3027"", ""L31.N3523"", ""L34.N1379"", ""L35.N278"", ""L30.N251"", ""L31.N585"", ""L46.N604"", ""L47.N3436"", ""L47.N2189"", ""L39.N3942"", ""L39.N3856"", ""L43.N3954"", ""L35.N1992"", ""L31.N424"", ""L28.N2644"", ""L33.N3999""]",sadness,0.347,0.4298,long_term,260.02,False
1602,2025-10-15T22:20:15.705229,autonomous_thought,Trial_1602_autonomous_thought,anger,"[""L36.N3201"", ""L37.N3398"", ""L34.N1774"", ""L40.N318"", ""L44.N3504"", ""L38.N591""]",anger,0.304,0.3183,long_term,914.94,True
1603,2025-10-15T22:30:15.705347,learning_discovery,Trial_1603_learning_discovery,joy,"[""L45.N3667"", ""L35.N2949"", ""L36.N2807"", ""L31.N3004"", ""L26.N2296""]",surprise,0.2208,0.3762,long_term,387.54,False
1604,2025-10-15T22:40:15.705475,memory_recall,Trial_1604_memory_recall,fear,"[""L35.N2688"", ""L33.N3002"", ""L41.N1568"", ""L30.N509"", ""L25.N2456"", ""L31.N3001"", ""L24.N2674"", ""L29.N2250"", ""L42.N984"", ""L33.N1758""]",fear,0.1488,0.2343,short_term,319.03,True
1605,2025-10-15T22:50:15.705640,error_event,Trial_1605_error_event,sadness,"[""L36.N207"", ""L45.N1056"", ""L25.N3180"", ""L37.N161"", ""L39.N3085"", ""L30.N245"", ""L37.N3889"", ""L40.N3972"", ""L34.N3473"", ""L39.N1727"", ""L33.N1477"", ""L37.N2497""]",sadness,0.0287,0.1548,short_term,325.9,True
1606,2025-10-15T23:00:15.705828,user_interaction,Trial_1606_user_interaction,fear,"[""L34.N268"", ""L40.N3028"", ""L37.N1560"", ""L40.N1011"", ""L47.N1143"", ""L24.N3207"", ""L42.N1405"", ""L34.N438"", ""L33.N314"", ""L24.N900"", ""L39.N1491"", ""L43.N3675""]",fear,0.0885,0.1182,short_term,223.22,True
1607,2025-10-15T23:10:15.706014,autonomous_thought,Trial_1607_autonomous_thought,fear,"[""L45.N2204"", ""L25.N353"", ""L36.N1708"", ""L26.N2580"", ""L29.N404"", ""L40.N2844"", ""L24.N3750"", ""L30.N1324"", ""L45.N2632"", ""L41.N1408"", ""L34.N1525"", ""L45.N1272"", ""L34.N4041""]",fear,0.2023,0.2719,short_term,192.48,True
1608,2025-10-15T23:20:15.706226,user_interaction,Trial_1608_user_interaction,fear,"[""L46.N938"", ""L33.N2736"", ""L46.N83"", ""L36.N85"", ""L32.N1742"", ""L36.N2591"", ""L36.N1036"", ""L44.N3011"", ""L45.N617"", ""L38.N3903"", ""L44.N187"", ""L33.N1908""]",fear,0.0557,0.2194,short_term,156.69,True
1609,2025-10-15T23:30:15.706433,creative_output,Trial_1609_creative_output,neutral,"[""L25.N605"", ""L24.N365"", ""L36.N898"", ""L43.N3064"", ""L28.N2881"", ""L44.N988"", ""L41.N2440"", ""L45.N2459"", ""L35.N292"", ""L41.N630"", ""L46.N3169""]",sadness,0.2237,0.2939,short_term,429.07,False
1610,2025-10-15T23:40:15.706727,creative_output,Trial_1610_creative_output,surprise,"[""L27.N3925"", ""L24.N1388"", ""L41.N3407"", ""L25.N3752"", ""L35.N772"", ""L28.N853"", ""L36.N2383"", ""L42.N648"", ""L39.N799"", ""L42.N1059"", ""L38.N648"", ""L39.N1785"", ""L47.N2053"", ""L31.N2720"", ""L37.N2403""]",surprise,0.0428,0.0813,long_term,157.95,True
1611,2025-10-15T23:50:15.707094,autonomous_thought,Trial_1611_autonomous_thought,fear,"[""L46.N2607"", ""L46.N16"", ""L38.N3133"", ""L36.N1596"", ""L35.N1350"", ""L43.N3059""]",fear,0.3809,0.3074,short_term,152.09,True
1612,2025-10-16T00:00:15.707326,creative_output,Trial_1612_creative_output,neutral,"[""L42.N1276"", ""L35.N1216"", ""L45.N1680"", ""L26.N678"", ""L43.N1608"", ""L46.N2692"", ""L32.N626"", ""L34.N3405"", ""L37.N1191"", ""L47.N3411"", ""L24.N899"", ""L39.N2776"", ""L24.N2930"", ""L47.N3135""]",neutral,0.211,0.2934,short_term,168.92,True
1613,2025-10-16T00:10:15.707689,autonomous_thought,Trial_1613_autonomous_thought,disgust,"[""L39.N2346"", ""L25.N2576"", ""L36.N1414"", ""L45.N2057"", ""L36.N3881"", ""L27.N1210"", ""L34.N2440"", ""L39.N848"", ""L46.N260"", ""L28.N37"", ""L25.N1498"", ""L37.N3818"", ""L42.N2111""]",disgust,0.1953,0.2751,short_term,151.58,True
1614,2025-10-16T00:20:15.708178,creative_output,Trial_1614_creative_output,joy,"[""L47.N3761"", ""L45.N1659"", ""L34.N606"", ""L47.N429"", ""L36.N1004"", ""L45.N1612"", ""L39.N2187"", ""L44.N215"", ""L41.N971"", ""L28.N2288"", ""L44.N1558"", ""L24.N2092"", ""L33.N4002"", ""L29.N4015"", ""L24.N2034"", ""L31.N3624"", ""L46.N1235"", ""L46.N3078"", ""L34.N2230""]",joy,0.2422,0.2294,short_term,248.8,True
1615,2025-10-16T00:30:15.708592,memory_recall,Trial_1615_memory_recall,anger,"[""L30.N69"", ""L26.N744"", ""L38.N4065"", ""L27.N1121"", ""L29.N3499"", ""L30.N1128"", ""L29.N597"", ""L28.N1465"", ""L27.N3337"", ""L43.N2467"", ""L28.N3024"", ""L41.N2463"", ""L26.N3990"", ""L36.N2748"", ""L24.N2590""]",anger,0.1553,0.1534,short_term,416.78,True
1616,2025-10-16T00:40:15.708820,conversation,Trial_1616_conversation,joy,"[""L30.N2095"", ""L31.N1026"", ""L44.N684"", ""L43.N2376"", ""L32.N1699"", ""L37.N2577"", ""L24.N2034"", ""L25.N4068"", ""L45.N1773"", ""L32.N147"", ""L43.N46"", ""L43.N3328"", ""L42.N2403"", ""L37.N1664"", ""L28.N2569"", ""L32.N2224""]",anger,0.1503,0.1622,short_term,126.35,False
1617,2025-10-16T00:50:15.709056,learning_discovery,Trial_1617_learning_discovery,joy,"[""L37.N871"", ""L29.N759"", ""L29.N221"", ""L45.N769"", ""L47.N2404"", ""L26.N3832"", ""L34.N2649"", ""L30.N2236"", ""L32.N1708"", ""L39.N1398"", ""L35.N743"", ""L37.N2457"", ""L37.N3684""]",joy,0.6267,0.6143,long_term,359.18,True
1618,2025-10-16T01:00:15.709246,user_interaction,Trial_1618_user_interaction,fear,"[""L27.N1636"", ""L28.N699"", ""L37.N1056"", ""L25.N3861"", ""L33.N1309""]",fear,0.1674,0.164,long_term,668.46,True
1619,2025-10-16T01:10:15.709356,conversation,Trial_1619_conversation,joy,"[""L45.N3077"", ""L27.N3312"", ""L46.N2430"", ""L41.N3541"", ""L30.N1629"", ""L25.N479"", ""L38.N2069""]",joy,0.4387,0.4514,long_term,156.56,True
1620,2025-10-16T01:20:15.709503,learning_discovery,Trial_1620_learning_discovery,neutral,"[""L32.N3747"", ""L31.N729"", ""L36.N432"", ""L27.N3937"", ""L28.N2367"", ""L25.N847"", ""L46.N2745"", ""L46.N1166"", ""L27.N2942"", ""L38.N2916"", ""L26.N429"", ""L30.N3374"", ""L28.N2472"", ""L36.N1309"", ""L30.N1347"", ""L30.N3424""]",neutral,0.2794,0.3158,long_term,381.69,True
1621,2025-10-16T01:30:15.709731,autonomous_thought,Trial_1621_autonomous_thought,anger,"[""L28.N2955"", ""L36.N2626"", ""L42.N601"", ""L38.N529"", ""L44.N2803""]",anger,0.4652,0.5112,short_term,116.11,True
1622,2025-10-16T01:40:15.709841,autonomous_thought,Trial_1622_autonomous_thought,neutral,"[""L27.N413"", ""L29.N3133"", ""L24.N1785"", ""L27.N1432"", ""L30.N2698"", ""L29.N1594"", ""L28.N3583"", ""L35.N1948"", ""L25.N337"", ""L45.N3720"", ""L37.N203"", ""L32.N1216"", ""L30.N3430"", ""L33.N673"", ""L27.N572"", ""L31.N181""]",neutral,0.085,0.2481,short_term,181.32,True
1623,2025-10-16T01:50:15.710064,memory_recall,Trial_1623_memory_recall,joy,"[""L47.N3106"", ""L37.N3907"", ""L33.N1509"", ""L29.N1313"", ""L25.N1042"", ""L26.N1651"", ""L27.N3843""]",joy,0.4167,0.3944,short_term,315.77,True
1624,2025-10-16T02:00:15.710193,error_event,Trial_1624_error_event,fear,"[""L43.N2915"", ""L42.N1389"", ""L27.N863"", ""L31.N818"", ""L42.N2293"", ""L24.N2201"", ""L45.N814"", ""L34.N392"", ""L26.N465"", ""L42.N1967""]",fear,0.2525,0.3548,long_term,351.47,True
1625,2025-10-16T02:10:15.710356,autonomous_thought,Trial_1625_autonomous_thought,surprise,"[""L40.N1302"", ""L27.N587"", ""L40.N4052"", ""L28.N2652"", ""L29.N3822"", ""L31.N734"", ""L43.N2959"", ""L36.N3323"", ""L46.N506"", ""L38.N1267"", ""L36.N1390"", ""L25.N119"", ""L44.N633"", ""L43.N2331"", ""L41.N3334"", ""L44.N1064"", ""L30.N3016""]",surprise,0.2685,0.284,short_term,283.81,True
1626,2025-10-16T02:20:15.710603,memory_recall,Trial_1626_memory_recall,joy,"[""L31.N710"", ""L25.N1379"", ""L46.N1640"", ""L39.N2802"", ""L33.N2361"", ""L31.N1756""]",joy,0.09,0.1928,short_term,174.61,True
1627,2025-10-16T02:30:15.710734,learning_discovery,Trial_1627_learning_discovery,joy,"[""L24.N1471"", ""L35.N3991"", ""L37.N3573"", ""L46.N1153"", ""L26.N3589"", ""L42.N1172"", ""L36.N1299"", ""L44.N3623"", ""L27.N408"", ""L42.N1659""]",joy,0.2408,0.2538,long_term,299.25,True
1628,2025-10-16T02:40:15.710895,learning_discovery,Trial_1628_learning_discovery,neutral,"[""L31.N520"", ""L36.N1922"", ""L26.N3718"", ""L26.N4042"", ""L37.N3641"", ""L44.N2025"", ""L43.N250"", ""L32.N1626"", ""L35.N2055"", ""L35.N1768"", ""L45.N3857"", ""L47.N4061"", ""L40.N2570"", ""L44.N385"", ""L46.N3380""]",neutral,0.2225,0.3057,short_term,229.0,True
1629,2025-10-16T02:50:15.711106,creative_output,Trial_1629_creative_output,sadness,"[""L32.N1453"", ""L25.N1418"", ""L27.N451"", ""L40.N2041"", ""L39.N1309"", ""L30.N1579"", ""L40.N964"", ""L31.N371""]",sadness,0.4941,0.4453,short_term,245.58,True
1630,2025-10-16T03:00:15.711247,learning_discovery,Trial_1630_learning_discovery,sadness,"[""L29.N3159"", ""L41.N2474"", ""L29.N912"", ""L33.N3218"", ""L38.N3311"", ""L46.N1627"", ""L40.N1973"", ""L30.N2002"", ""L31.N3591"", ""L28.N1322"", ""L25.N2609"", ""L44.N2051"", ""L35.N1315""]",sadness,0.1218,0.2461,short_term,277.61,True
1631,2025-10-16T03:10:15.711452,creative_output,Trial_1631_creative_output,joy,"[""L44.N1242"", ""L39.N1897"", ""L44.N714"", ""L35.N1265"", ""L25.N1202"", ""L28.N91"", ""L43.N1673"", ""L39.N3979"", ""L32.N2434"", ""L24.N2148"", ""L31.N3056"", ""L24.N1484"", ""L29.N2766"", ""L30.N3357"", ""L47.N1479"", ""L26.N974"", ""L27.N360""]",joy,0.2788,0.2166,short_term,392.07,True
1632,2025-10-16T03:20:15.711690,autonomous_thought,Trial_1632_autonomous_thought,neutral,"[""L41.N2386"", ""L27.N1259"", ""L37.N2481"", ""L24.N2554"", ""L43.N3704"", ""L34.N186"", ""L42.N2655"", ""L24.N1216""]",neutral,0.3927,0.371,long_term,146.15,True
1633,2025-10-16T03:30:15.711843,memory_recall,Trial_1633_memory_recall,sadness,"[""L30.N1492"", ""L25.N2644"", ""L28.N1841"", ""L34.N2937"", ""L40.N1684"", ""L29.N1644"", ""L30.N2890"", ""L41.N2085"", ""L35.N3319"", ""L45.N1794"", ""L42.N426"", ""L46.N2017"", ""L26.N214"", ""L40.N2692"", ""L25.N2923""]",sadness,0.1701,0.2176,long_term,98.61,True
1634,2025-10-16T03:40:15.712062,user_interaction,Trial_1634_user_interaction,anger,"[""L24.N2906"", ""L45.N2746"", ""L34.N580"", ""L33.N130"", ""L38.N3322"", ""L37.N420"", ""L31.N1808"", ""L43.N1778"", ""L27.N4065"", ""L25.N94"", ""L25.N834"", ""L32.N3300"", ""L43.N2268"", ""L38.N4003"", ""L26.N680"", ""L33.N656"", ""L45.N2867""]",fear,0.6386,0.5547,long_term,346.88,False
1635,2025-10-16T03:50:15.712313,learning_discovery,Trial_1635_learning_discovery,neutral,"[""L30.N804"", ""L27.N471"", ""L38.N1969"", ""L40.N3397"", ""L47.N3574"", ""L24.N3266""]",disgust,0.1122,0.2161,long_term,509.59,False
1636,2025-10-16T04:00:15.712453,autonomous_thought,Trial_1636_autonomous_thought,joy,"[""L39.N479"", ""L25.N1333"", ""L31.N1952"", ""L37.N169"", ""L46.N757"", ""L44.N108""]",joy,0.3402,0.3164,short_term,175.95,True
1637,2025-10-16T04:10:15.712573,task_completion,Trial_1637_task_completion,joy,"[""L42.N1653"", ""L47.N2219"", ""L44.N2379"", ""L43.N3364"", ""L43.N2113""]",joy,0.1627,0.2273,short_term,216.12,True
1638,2025-10-16T04:20:15.712684,learning_discovery,Trial_1638_learning_discovery,disgust,"[""L29.N2354"", ""L37.N1571"", ""L42.N1234"", ""L40.N116"", ""L42.N3019"", ""L40.N3086"", ""L32.N3418"", ""L43.N155""]",disgust,0.1054,0.1289,long_term,258.88,True
1639,2025-10-16T04:30:15.712832,user_interaction,Trial_1639_user_interaction,sadness,"[""L27.N1298"", ""L40.N1846"", ""L31.N612"", ""L47.N3523"", ""L47.N658"", ""L47.N309"", ""L32.N3564"", ""L44.N2384"", ""L31.N1502"", ""L42.N3018"", ""L44.N3053"", ""L41.N3222"", ""L28.N1819"", ""L46.N2251"", ""L39.N463"", ""L37.N326"", ""L44.N1300"", ""L32.N34"", ""L37.N3287""]",sadness,0.2887,0.2661,short_term,261.53,True
1640,2025-10-16T04:40:15.713087,autonomous_thought,Trial_1640_autonomous_thought,sadness,"[""L30.N3578"", ""L32.N3414"", ""L25.N1986"", ""L45.N2848"", ""L47.N278"", ""L29.N852"", ""L38.N2489"", ""L28.N3916"", ""L31.N3831"", ""L36.N3666"", ""L32.N2562"", ""L37.N3511""]",sadness,0.4698,0.4155,short_term,237.11,True
